,Detector,Explainer,Documents Phases 1+3,Documents Phases 2+4,f(a),f(b),GT a,GT b,idx a,idx b,Spacy Similarity,Jaccard Similarity,Cosine Similarity tfidf,hash a,hash b
44,DetectorGuo,LIME_Explainer,"It doesn't generally matter, and I'm not sure if it is in fact in use by the IRS other than for general statistics (like ""this year 20% of MFJ returns were with one spouse being a 'homemaker'""). They may be able to try and match the occupation and the general levels and types of income, but for self-employed there's a more precise and reliable field on Schedule C and for employees they don't really need to do this since everything is reported on W2 anyway. So I don't think they even bother or give a lot of value to such a metric. So yes, I'm joining the non-authoritative ""doesn't matter"" crowd.","Tensor Processing Unit (TPU) is an AI accelerator application-specific integrated circuit (ASIC) developed by Google for neural network machine learning, using Google's own TensorFlow software. Google began using TPUs internally in 2015, and in 2018 made them available for third party use, both as part of its cloud infrastructure and by offering a smaller version of the chip for sale.",1,1,True,True,40,298,0.7286581888185197,0.10948905109489052,0.046860928266944074,5ae5387b74d5d39364702c87dfff6d52121b249c4e7e6b28e9d3684e67481016_LIME_Explainer_DetectorGuo,08ac87bf5ee10038bcf58a3df460c7bfeed8fa314ad18d1fbc2eff473a1c2f30_LIME_Explainer_DetectorGuo
45,DetectorGuo,LIME_Explainer,"In computer science, a dependency refers to the relationship between two pieces of software, where one piece of software (the dependent) relies on the other (the dependency).



For example, consider a software application that uses a database to store and retrieve data. The software application is dependent on the database, because it relies on the database to function properly. Without the database, the software application would not be able to store or retrieve data, and would not be able to perform its intended tasks.



In this context, the software application is the dependent, and the database is the dependency.



Dependencies can be managed in various ways, including through the use of dependency management tools such as Maven, Gradle, and npm. These tools help developers to specify, download, and manage the dependencies that their software relies on, making it easier to build and maintain complex software projects.","It is important to get the lump on your grandson's temple checked out by a healthcare provider. It is possible that it could be a mosquito bite, a tick bite, or a spider bite, but it could also be something else. It is always better to have a healthcare provider assess any lumps or bumps on the body to determine the cause and appropriate treatment.

In the meantime, you can try to keep the area clean and dry, and you can apply a cool compress to the area to help reduce swelling and discomfort. If your grandson experiences any other symptoms, such as fever, dizziness, or difficulty breathing, you should seek medical attention right away.",0,0,False,False,207,216,0.904087289499912,0.12244897959183673,0.09135684393278165,4798eabcb307138abb04e6269df94f070e1aa25515cc7d1ac63cc23f3d3f132b_LIME_Explainer_DetectorGuo,739372dc4bf92366bc991aab94a8f80ee06f90e30c51cd5c4bc286de0dec2016_LIME_Explainer_DetectorGuo
46,DetectorGuo,LIME_Explainer,"A Tensor Processing Unit (TPU) is a custom accelerator designed specifically to speed up machine learning workloads. TPUs are designed to perform matrix operations efficiently, which makes them well-suited for accelerating tasks such as training deep neural networks.



TPUs are designed to work in conjunction with Google's TensorFlow machine learning framework. They can be used to perform a variety of machine learning tasks, including training deep neural networks, making predictions using trained models, and performing other machine learning-related operations.



TPUs are available in a variety of configurations, including standalone devices that can be used in data centers and cloud environments, as well as small form factor devices that can be used in mobile devices and other embedded systems. They are highly efficient and can provide significant performance improvements over traditional CPUs and GPUs for machine learning workloads.","It is difficult to determine the frequency with which typical investors lose money, as there is a wide range of factors that can impact the performance of an investment. Some investors may experience losses on a regular basis, while others may only experience losses infrequently or not at all.In general, the stock market has historically tended to trend upwards over the long term, although there have been periods of significant volatility and declines. The performance of individual stocks and other investments can vary widely, and it is not uncommon for some investments to lose value.Investors can help to reduce the likelihood of experiencing losses by diversifying their investment portfolio, which can help to spread risk across a range of assets. It is also important for investors to be aware of the risks associated with different types of investments and to manage their portfolio appropriately in order to mitigate potential losses.",0,0,False,False,33,256,0.9359115586695141,0.10857142857142857,0.07000778681288418,06146f733e03754c43c81770ce1e2b06934eb318f50d93b0b5bc6fb2aa49fda9_LIME_Explainer_DetectorGuo,ed76b4ba45aefde60af94db8dd4cb92a1c331f5ce954bf5cc37403d0ac42e16f_LIME_Explainer_DetectorGuo
47,DetectorGuo,LIME_Explainer,"Yes, it is still possible to receive a physical certificate for your stock ownership, although it is becoming increasingly rare. Most stock transactions today are electronic, with ownership represented by electronic records rather than physical certificates.If you want to receive a physical certificate for your stock, you will need to request one from the company or its transfer agent. Some companies may charge a fee for issuing a physical certificate, and there may be additional fees for mailing the certificate to you.It is important to note that owning a physical certificate does not give you any additional rights as a shareholder. The rights and privileges associated with stock ownership are the same whether you hold a physical certificate or electronic records of your ownership.","If a company's stock is de-listed from a stock exchange, it means that the stock is no longer traded on that exchange. This can happen for a variety of reasons, such as the company failing to meet the exchange's listing requirements or the company going bankrupt. If the company's stock is later listed again on the exchange under a new symbol, it usually means that the company has taken steps to address the issues that led to its de-listing and has been re-approved to be traded on the exchange.If you owned shares in the company when it was de-listed, the value of your shares may have been affected. You should contact the company or your broker for more information about what happened to your shares and what your options are.",0,0,False,False,85,199,0.9644003757463989,0.17424242424242425,0.13878020110969785,2a25f893b9a12bf8353ec30061c37287265b907b5c58ff979cc75e344e2eceb7_LIME_Explainer_DetectorGuo,1ee4d90a14aa0daa48c63a9928631614de89049effce8aa5ec6a99c3e3e1abb8_LIME_Explainer_DetectorGuo
48,DetectorGuo,SHAP_Explainer,"TL;DR: The date they were granted.  (Usually, this follows both an offer and acceptance.) It's not uncommon for a new vesting clock to start when there's a new round of funding coming in, because the investors want to make sure the key people are going to be engaged and incentivized going forward from that point.  They don't lower their expectations for how long they want folks engaged based on the person having started earlier.  Non-institutional investors may have the same concerns as institutional investors here and use the same vesting strategy to address them. Primary recognition of the benefits from having had people start earlier or be there longer (so long as it correlates with having gotten more done) is embedded in the valuation (which affects how much founders' shares are diluted in the raise).","Reuters has a service you can subscribe to that will give you lots of Financial information that is not readily available in common feeds.  One of the things you can find is the listing/delist dates of stocks.  There are tools to build custom reports.  That would be a report you could write.  You can probably get the data for free through their rss feeds and on their website, but the custom reports is a paid feature. FWIW re-listing(listings that have been delisted but return to a status that they can be listed again) is pretty rare.  And I can not think of too many(any actually) penny stocks that have grown to be listed on a major exchange.",1,1,True,True,71,249,0.9535225179831955,0.12209302325581395,0.07314761219476436,da9b052c0d269c574dcea123c6cb2f9fd6c299427e64b2f1d8353d0574fc9445_SHAP_Explainer_DetectorGuo,e6b72b7969bbad53385251e1baf30d9f72a75067fc1707a1655fa38321f33f16_SHAP_Explainer_DetectorGuo
49,DetectorGuo,SHAP_Explainer,"AT&T Labs is the research & development division of AT&T, the telecommunications company. It employs some 1,800 people in various locations, including: Bedminster NJ; Middletown, NJ; Manhattan, NY; Warrenville, IL; Austin, TX; Dallas, TX; Atlanta, GA; San Francisco, CA; San Ramon, CA; and Redmond, WA. The main research division, made up of around 450 people, is based across the Bedminster, Middletown, San Francisco, and Manhattan locations.
AT&T Labs traces its history from AT&T Bell Labs. Much research is in areas traditionally associated with networks and systems, ranging from the physics of optical transmission to foundational topics in computing and communications. Other research areas address the technical challenges of large operational networks and the resulting large data sets.","Automated decision-making (ADM) involves the use of data, machines and algorithms to make decisions in a range of contexts, including public administration, business, health, education, law, employment, transport, media and entertainment, with varying degrees of human oversight or intervention. ADM involves large-scale data from a range of sources, such as databases, text, social media, sensors, images or speech, that is processed using various technologies including computer software, algorithms, machine learning, natural language processing, artificial intelligence, augmented intelligence and robotics. The increasing use of automated decision-making systems (ADMS) across a range of contexts presents many benefits and challenges to human society requiring consideration of the technical, legal, ethical, societal, educational, economic and health consequences.",1,1,True,True,92,102,0.9194969144126878,0.12337662337662338,0.09016309176412392,419fe06a0a8966dddad1519cb2bca2a274c12f552c6461ab67a4a5e2c29f15e6_SHAP_Explainer_DetectorGuo,a076837b4d14ff5dbce23f39055fe4e80396f0798946572536085c2d0b72db02_SHAP_Explainer_DetectorGuo
50,DetectorGuo,SHAP_Explainer,"A computer scientist is a person who is trained in the academic study of computer science.
Computer scientists typically work on the theoretical side of computation, as opposed to the hardware side on which computer engineers mainly focus (although there is overlap). Although computer scientists can also focus their work and research on specific areas (such as algorithm and data structure development and design, software engineering, information theory, database theory, computational complexity theory, numerical analysis, programming language theory, computer graphics, and computer vision), their foundation is the theoretical study of computing from which these other fields derive.
A primary goal of computer scientists is to develop or validate models, often mathematical, to describe the properties of computational systems (processors, programs, computers interacting with people, computers interacting with other computers, etc.) with an overall objective of discovering designs that yield useful benefits (faster, smaller, cheaper, more precise, etc.).","The way I would use it is, every trade done by a broker has a client side and a street side.  The client side is for their brokerage account, and the street side is whoever they traded with Say, John Doe calls me at Charles Schwab and wants to buy 100 IBM.  I look at the market and decide that the best execution is on Arca.  I trade on Arca for the client.  Then, I book a client side trade into his account, and a street side trade against Arca.  If I myself was a dealer in IBM and executed against my inventory, the street side would basically be internal, booking a trade against my account.",1,1,True,True,151,203,0.8143918337205287,0.08176100628930817,0.09453350907344317,48b3882e967ad4c711328e7fb10dbbb034283b1e003f7bbe7822d5808c64467d_SHAP_Explainer_DetectorGuo,7107855c70ca6021b3690796048a3da0067b5e6abf98d66f7afe1f3bc27d8604_SHAP_Explainer_DetectorGuo
51,DetectorGuo,SHAP_Explainer,"Automated decision-making refers to the use of computer algorithms and other technologies to make decisions without human intervention. These decisions can be made based on data and rules that have been programmed into the system, and they can be made at a faster rate and with greater consistency than if they were made by humans.



Automated decision-making is used in a variety of settings, including finance, insurance, healthcare, and the criminal justice system. It is often used to improve efficiency, reduce the risk of errors, and make more objective decisions. However, it can also raise ethical concerns, particularly if the algorithms or data used to make the decisions are biased or if the consequences of the decisions are significant. In these cases, it may be important to have human oversight and review of the automated decision-making process to ensure that it is fair and just.","Predictive analytics is a type of data analysis that involves using historical data and machine learning algorithms to make predictions about future events or outcomes. It involves building statistical models that can identify patterns and relationships in data, and using those models to predict what will happen in the future. Predictive analytics can be used in a variety of industries, including finance, healthcare, marketing, and manufacturing, to make informed decisions and optimize business processes.



Some common applications of predictive analytics include:



Forecasting demand for a product or service

Identifying potential customer churn

Predicting equipment failures

Detecting fraudulent activity

Estimating the likelihood of an event occurring

To build predictive models, data scientists typically use tools such as machine learning algorithms, statistical analysis software, and data visualization tools. They may also use techniques such as regression analysis, decision trees, and clustering to analyze and interpret the data.",0,0,False,False,182,212,0.9657707727988042,0.16666666666666666,0.21591404439201106,bab7c7ca0e1ba531721cb2418eb0b0fde40769c709323d3d0ee554e68779e037_SHAP_Explainer_DetectorGuo,150471a9c2522b83a5910e0cd1e92838a39d967a2a183c8433e9606ab52456c1_SHAP_Explainer_DetectorGuo
52,DetectorGuo,SHAP_Explainer,"Institutional investors are organizations that invest on behalf of their clients, such as pension funds, mutual funds, endowments, and insurance companies. These investors typically have a large amount of capital to invest and may be seeking to diversify their portfolios across a variety of asset classes. Institutional investors may also be seeking to generate returns or achieve specific investment goals on behalf of their clients. They may conduct extensive research and analysis to identify investment opportunities and make informed decisions about where to allocate their capital. Institutional investors play a significant role in financial markets and often have a significant impact on the prices of securities and other assets.","It is difficult to accurately diagnose a medical condition without examining a patient in person and obtaining a full medical history. However, there are a few possible explanations for the symptoms you have described.

One possibility is endometriosis, a condition in which tissue similar to the lining of the uterus (called the endometrium) grows outside the uterus, causing pain and sometimes fertility problems. Other possibilities could include ovarian cysts, uterine fibroids, or pelvic inflammatory disease (PID).

It is important to see a healthcare provider for a proper evaluation and diagnosis. They can perform a physical examination, order appropriate tests, and discuss treatment options with you. In the meantime, it may be helpful to keep a symptom diary to help you and your healthcare provider track the pattern and severity of your symptoms.",0,0,False,False,3,80,0.9274142427379868,0.08860759493670886,0.06045838807066236,0e734fca68abfc1f7fddb8983be80b9192ed2dfb0a16a83d22b3fd65f9a99743_SHAP_Explainer_DetectorGuo,2b591b40c2ea9a0aefe618acd99c2b499c7eb759592aaac6707fc9039bfedf07_SHAP_Explainer_DetectorGuo
53,DetectorGuo,SHAP_Explainer,"Pimples on the face and bumps on the forehead of a child can be caused by a variety of factors, including hormones, genetics, and skin irritation.

During puberty, hormonal changes can cause an increase in oil production, leading to clogged pores and acne. Acne is a common skin condition that affects people of all ages and is not exclusive to teenagers.

It is also possible that your child's skin may be reacting to something in their environment, such as a new soap or lotion, or to stress or changes in their diet.

If your child's acne is severe or persistent, it may be a good idea to consult a dermatologist for further evaluation and treatment. In the meantime, you can try to keep your child's skin clean by gently washing their face with a mild soap and water, and avoiding picking or squeezing pimples, as this can lead to scarring.","Peter Wegner is a computer scientist and professor who is known for his research in the field of computer science and for his contributions to the development of the field of programming language design and implementation. He received his Ph.D. in computer science from the University of California, Berkeley in 1969, and he has held academic positions at various universities, including the University of Arizona, Brown University, and the University of California, San Diego. Wegner is known for his work on the design and implementation of programming languages, particularly his contributions to the development of the programming language ALGOL 68. He has also published numerous research papers and articles on a variety of topics in computer science, including programming language design, software engineering, and the history of computing.",0,0,False,False,87,153,0.8203521747915051,0.09333333333333334,0.06605519180411451,aba7b27f71d2c00c2a0d59dc92483be3d2dc9f0e368c315e0113c89976a50fcd_SHAP_Explainer_DetectorGuo,1ef829cbe6540a96630abe7a67b0d0397a44b2321cbdb93a9d3f81ee94c10765_SHAP_Explainer_DetectorGuo
