question,source,id,author,answer
Does valve replacement surgery cause blood loss?My father just had valve replacement surgery due to Rheumatic fever years ago.  He has severe anemia from blood loss and the DR. hopes to valve replacement will stop the blood loss.  Could that have been the cause of his blood loss?  Dr has tested everything else.,medicine,24053,human_answers,"Valve replacement Surgery is major surgery and it involves significant blood loss. So if there is hemoglobin drop immediately after surgery then it is likely due to blood loss, it should improve with time and iron and folic acid supplements. he should consume green leafy vegetables, dates, meat which are rich in iron so hemoglobin will recover Early."
"Diagnosed with anemia. Swollen face and eyes, throat congestion, headache and heart flutters. Are these symptoms of anemia?I HAVE RECENTLY BEEN DIAGNOSED WITH ANEMIA. I HAVE A 'VERY' SWOLLEN FACE AND EYES. MY THROAT FEELS LIKE THERE IS A LUMP IN IT, FRONTAL HEADACHE AND HEART FLUTTERS,  MY APPOINTMENT TO MEET WITH MY PHYSICIAN ISN'T UNTIL JUNE 4TH. IS THIS ALL ASSOCIATED WITH ANEMIA? WWW.WWWW.WW",medicine,24262,human_answers,"Hi,Thanks for using healthcare magic.I have gone through your history.All your symptoms can be explained by anemia. You should go for blood investigations like hemogram, ferritin level or vitamin b12 level. You may get prescription form your doctor.Your doctor may also advise to have investigations to find out the cause of anemia , whether is nutritional or hemolytic o else.Thanks."
Will I be liable for taxes if I work for my co. in India for 3 months while I am with my husband in UK,finance,20634,human_answers,"For information about the UK situation, check the government website at  http://www.hmrc.gov.uk/incometax/tax-arrive-uk.htm It all depends on the time. If I read it right (but you should check yourself) you can stay almost six months at a time, but at most 3 months on average over 4 years. Above this limit, you should either avoid the situation, or get professional advice, because things will be complicated."
Do Square credit card readers allow for personal use?,finance,22669,human_answers,I used square in the past for personal yard sale and they did not transfer balance to my bank acct because they told me it was against their policy and I had to have a business license that they could either refund the credit cards i process or keep the money. So they kept it I never got it back. I don't recommend anybody to use square.
Why does the Brexit cause a fall in crude oil prices? ,finance,19151,human_answers,"Uncertainty has very far reaching effects.   Oil is up ~100% since February and down ~40% from it's 52 week high (and down even more on a longer timeline).  It's not exactly a stable investment vehicle and moves a few percent each day on basically nothing.  A lot of securities will be bouncing around for the next couple weeks at least while folks remain uncertain about what the ""brexit"" will actually mean."
"What causes watery stools while being on dumex dupro?Hi, my son drinking dumex dupro step 2 now. But recently he s stools are watery & sometimes after each feed he will pass motion & sometimes when he farted, the stools will comes out watery. Is he allergic to the milk? Or is it normal as he s started his solid food?",medicine,24284,chatgpt_answers,"It is possible that your son may be experiencing diarrhea while taking Dumex Dupro Step 2. There are several potential causes of diarrhea in infants, including food allergies or intolerances, infections, and changes in diet. It is also possible that the watery stools may be a result of your son's transition to solid foods.

If you are concerned about your son's symptoms, it is important to speak with a healthcare provider for proper diagnosis and treatment. They will be able to assess your son's health and determine the cause of the diarrhea, as well as recommend the appropriate course of action. In the meantime, it may be helpful to keep track of your son's diet and any other symptoms he may be experiencing, as this information can help the healthcare provider determine the cause of the diarrhea."
What is bespoke insurance?,finance,19829,chatgpt_answers,"Bespoke insurance is a type of insurance policy that is tailored specifically to meet the needs of an individual or a business. Instead of choosing a standard policy from an insurance company, a bespoke insurance policy is created specifically for the policyholder based on their unique needs and circumstances.Bespoke insurance policies are often more expensive than standard policies because they are more customized and require more work to develop. However, they can also offer more comprehensive coverage and better protection for the policyholder, as they are tailored specifically to their needs.Some examples of types of insurance that can be customized as bespoke policies include liability insurance, property insurance, and business interruption insurance. If you are considering a bespoke insurance policy, it is important to work with an insurance broker or agent who has experience in developing these types of policies and can help you determine the coverage you need."
"What causes bruise on lower spine?In early March of this year, I discovered that I had a bruise on my lower spine. I had been having other random bruises, so my father took me to the doctor. I had blood drawn and they found out I had mononucleosis. Since then, I have had no symptoms of mono whatsoever, and all the bruises eventually faded aside from the one on my back. Should I be concerned?",medicine,24300,human_answers,"Hi, I have gone through your question and understand your concerns. Infectious mononucleosis is a viral infection and it can cause thrombocytopenia (low platelets) and due to that one can have bruises. As bruises are fading it means your infection is improving, some bruises can take time to fade so you can wait and observe. If after few days to a week if it will not settle or if you have bleed from any site than you should visit your physician and should have repeat blood tests like cbc,pt aptt. Hope I have answered your question. If you have any other query feel free to ask.Wish you good health."
"Please explain what is ""Peter Norvig""",wiki_csai,18493,human_answers,"Peter Norvig (born December 14, 1956) is an American computer scientist and Distinguished Education Fellow at the Stanford Institute for Human-Centered AI. He previously served as a director of research and search quality at Google. Norvig is the co-author with Stuart J. Russell of the most popular textbook in the field of AI: Artificial Intelligence: A Modern Approach used in more than 1,500 universities in 135 countries."
Does Implied Volatilty factor in all known future events?,finance,20922,chatgpt_answers,"No, implied volatility (IV) is a measure of the expected volatility of a financial instrument's price over a specific period of time. It is derived from the prices of options on the instrument, and it reflects the market's expectations of the likelihood and magnitude of price movements. IV does not factor in specific future events because it is based on the market's overall expectations of volatility, rather than any particular event or piece of news. It is a forward-looking measure, but it is not necessarily tied to any specific event or set of events."
Is UK house price spiral connected to debt based monetary system? ,finance,19523,chatgpt_answers,"It is possible that the debt-based monetary system may have contributed to the increase in house prices in the UK. In a debt-based monetary system, the supply of money is largely determined by the amount of debt that is issued. This can lead to an expansion of the money supply, which can in turn contribute to inflation and higher asset prices, such as real estate.There are also other factors that can contribute to rising house prices, such as low interest rates, population growth, and demand for housing outpacing the supply of available properties.It is important to note that the relationship between the debt-based monetary system and house prices is complex and multifaceted, and there are likely to be a variety of factors contributing to any changes in the housing market."
What causes pain in lower back whenever hungry?I have a pain in my lower back whenever I m hungry. The pain can be in the right or left or both sides. I had tests done and showed that I have overgrown bacteria. I was given Omeprazole 40 mg and Metronidazole 250 mg. It has helped a bit but the problem still exist.,medicine,23925,human_answers,"Hi,Thanks for your query. After going through your query I came to know that you has pain in back whenever I am hungry . It suggest that pain is due to acidity. So regularly take omeprazole which you are taking. Also take your food on time so that acidity does not occur. You can discuss with your treating Doctor about it. I do hope that you have found something helpful. If you have additional questions or follow up queries then please do not hesitate in writing to us. I will be happy to answer your queries. Wishing you good health. Take care."
Typically how many digits are in a cheque number? ,finance,22896,chatgpt_answers,"Cheque numbers are typically six digits long, although some banks may use fewer or more digits depending on their internal numbering systems. In some cases, the cheque number may include both letters and numbers. For example, a cheque number might be something like ""A123456"" or ""123456B."" It is important to make sure that the cheque number is legible and accurate when writing a cheque, as this can help to prevent fraud and ensure that the cheque can be properly processed by the bank."
"Is nebulization with Duavent safe for treatment of severe cough?my daughter has been coughing for a week now, her sleep is disturbed because she coughs 3 -5 times at night while sleeping.. her cough sounds tight and with phlegm.. is it ok to nebulize her with duavent even she doesn't have asthma? and is it normal that her body temperature is at 37.3",medicine,23547,chatgpt_answers,"Nebulization with Duavent (ipratropium bromide and albuterol sulfate) is generally considered safe for the treatment of severe cough, although it is typically used to treat symptoms of chronic obstructive pulmonary disease (COPD) or asthma. If your daughter does not have COPD or asthma, it may not be the most appropriate treatment for her cough.

It is always important to consult with a healthcare professional before starting any new treatment. They will be able to assess your daughter's condition and determine the most appropriate treatment for her specific case.

A body temperature of 37.3°C (99°F) is within the normal range for adults and children. However, if your daughter is experiencing other symptoms or if her cough persists despite treatment, it would be a good idea to consult with a healthcare professional for further evaluation and treatment."
"Loud and repetitive sneezing, inhaler to recoverI am a 55 year old male and for many years now I have endured very loud and repetative sneezing . It feel very self conscious as it can impact when least expected and with out any apparent cause. It s strength and repetativeness can be so great I need to take an inhaler to recover from an attack or I will struggle to breathe Graeme",medicine,24156,chatgpt_answers,"It's understandable that you would feel self-conscious about your loud and repetitive sneezing, and it's important to address the issue with a healthcare professional. Sneezing can be a symptom of a number of different conditions, such as allergies, a cold or flu, or a sinus infection. An inhaler can help to relieve symptoms such as difficulty breathing, but it's important to identify the underlying cause of the problem in order to find the most effective treatment.

It would be best to make an appointment with your healthcare provider to discuss your symptoms and determine the cause of your sneezing. They may recommend allergy testing, a nasal spray or other medications, or other treatments depending on the underlying cause. In the meantime, you can try to identify and avoid any triggers that may be causing your sneezing, such as exposure to dust, smoke, or other irritants."
"Q. Apart from extraction, is there any way to manage swelling due to wisdom tooth eruption?Hi doctor,I have an inflamed gum at end of the jaw and showed to different dentists. They said it is the wisdom tooth coming out in the wrong position so it has to be extracted. I am not comfortable with extraction. Is there any other solution to reduce the swelling?",medicine,23210,chatgpt_answers,"It is possible that swelling due to wisdom tooth eruption can be managed with measures such as warm salt water rinses and over-the-counter pain medication, but in most cases, extraction is the most effective way to manage the problem. If the wisdom tooth is causing discomfort or is coming in at an angle that is causing pain or affecting your other teeth, extraction is likely the best course of action. If you are concerned about the extraction process, it is important to discuss your concerns with your dentist or oral surgeon so that they can address your concerns and help you feel more comfortable. They may be able to offer options such as sedation or pain management to make the procedure more comfortable for you."
"What could sudden paleness in an asthmatic and autistic child indicate?Last Thursday, 5/1ST I noticed that my daughter was unusually pale. and the color of her lips are also pale. She is asthmatic and been taking her normal treatments. She is also autistic and takes Clonazepam, Risperdone, Topirates, Fish Oil, and Geritol vitamin complete. Getting dressed, which she does independently seems to be an effort.",medicine,23437,chatgpt_answers,"Sudden paleness in an asthmatic and autistic child could be a sign of a number of potential issues, including anemia, a lack of oxygen in the blood, or a cardiac problem. It could also be a sign of a respiratory issue, such as an asthma attack, or a side effect of a medication. It is important to seek medical attention if you notice sudden paleness in your child, as it could be a sign of a serious health problem. Your child's doctor will be able to assess their symptoms and determine the cause of their paleness, and provide appropriate treatment."
"Why does it still itch in yeast infection after taking Fluconazol 150mg?I had a yeast infection a month ago , my dr prescripted me Fluconazol 150mg only dosis , after 2 weeks the itching was back i took a 2nd dosis it kept itching 2 days after i took the 3rd dosis and its been 2 days since my last dosis and the itch it is still there not so bad but it is still there .should i go to my dr again or its normal the healing process like this????",medicine,24228,chatgpt_answers,"It is not uncommon for symptoms of a yeast infection, such as itching, to persist or return after treatment with an antifungal medication like fluconazole. It is possible that the infection was not completely eradicated with the initial course of treatment, or that you have developed a new infection. It is important to speak with your healthcare provider if your symptoms persist or worsen despite treatment, as they will be able to determine the cause of your symptoms and provide appropriate treatment. They may recommend additional or alternative treatment, or perform tests to confirm the diagnosis and ensure that the infection has been fully cleared. In the meantime, you can try using over-the-counter creams or ointments to help soothe the itching and discomfort."
What is the “substantial difference” that might occur in the google shares? [duplicate],finance,21818,chatgpt_answers,"It is not possible for me to predict or speculate on any potential changes or fluctuations in the value of Google's shares or any other security. The value of securities, including stocks, can be affected by a variety of factors such as economic conditions, market trends, company performance, and investor sentiment, among others. It is important to carefully consider these and other factors before making any investment decisions. It is also important to note that investing in securities carries inherent risks, and it is important to do your own research and consult with a financial advisor or other professional before making any investment decisions."
"What causes a frozen feeling on right side of the brain?My right side of my brain felt frozen for about 20 minutes. That was yesterday and I had it maybe once or twice before. I used to get migraine headaches on the right side of my head, but after the age of 65 they I stopped getting them. I am now 71 yrs old. Please advise. Thank you",medicine,23406,human_answers,"Hello and Welcome to ‘Ask A Doctor’ service. I have reviewed your query and here is my advice. There are 2 possibilities to be considered. One is a possible attack of migraine. Second is a possible TIA. The second one is more worrisome and needs scanning of the brain and the blood vessels supplying blood to the brain. I would therefore suggest meeting a neurologist for the same. Alternatively you can visit the ER. As for now, you can try painkillers for migraine. I hope that helps. Let us know the reports and we may be able to help you further. Hope I have answered your query. Let me know if I can assist you further."
Can a finger injury cause infection?I cut myself with a box cutter at work while cutting boxes on the side of my finger. Its been a few days and my middle finger is soar and has a wart where the cut is. It looks as if there is puss but when I try squeezing it there is none. Now my whole body is soar for no apparent reason. Could it be infected?,medicine,23523,chatgpt_answers,"Yes, a finger injury can cause an infection if it is not properly treated. If you have a cut on your finger that is sore and has a wart-like growth, it is possible that you have an infection. If the wound is not properly cleaned and covered, bacteria can enter the wound and cause an infection. If you have a fever or other symptoms such as chills, fatigue, or muscle aches in addition to the sore finger, it is possible that you have a more serious infection and should seek medical attention. If you are experiencing these symptoms, it is important to see a healthcare provider as soon as possible. They will be able to determine the cause of your symptoms and provide appropriate treatment."
"Periodic excruciating lower abdominal pain, failure in conception, scan done. What can it be?Hi Doc For the past 4 years I have been struggling with excruciating low abdominal pains. I get it every few months and its soo bad that I am completely bed bound for few days. It has no link to when I m on my period and after many scans the doctors dont know what it could be. I am trying for kids now too and I m not able to fall pregnant. What can it be?",medicine,23631,human_answers,"Hi thanks for your question.Your having periodic excruciating pain lower abdomen and unable to conceive.You’re all ultra sound reports are normal.Monitor your pain, if you feel pain 12 to 14 days after your periods, then it is pain due to ovulation and is called as Mittelschmerz.The other condition which gives you this periodic pain could be early stage endometriosis not picked up by ultra sound and needs laparoscopic examination.Hope I answered your question."
"Am I liable for an auto accident if I'm a cosigner but not on the title, registration, or insurance policy?",finance,19217,human_answers,"It might be possible to sue you successfully if someone brought evidence that your brother was absolutely totally unsuitable to drive a car because of some character flaw, and without your financial help he wouldn't have been able to afford a car. So helping a brother to buy a car, if that brother is a drinking alcoholic, or has only a faked driver's license and you know it, that could get you into trouble.  A not unsimilar situation: A rental car company could probably be sued successfully if they rented a car to someone who they knew (or maybe should have known) was disqualified from driving and that person caused an accident."
Is fall from bike causing chills and convulsions in night?Hi. My husband was riding his motorcycle over a week ago...he hit a sand pile a flew off his bike..wasn't going too fast but he had bruising and pain. A week later which was 3 nights ago he started chills and convulsions. Uncontrolable.he has them in the middle of the night. Any advise? He said his neck hurts really bad.,medicine,23259,human_answers,Hi and welcome to HCM. Thanks for the query. It may or may not be related to his injury but he should do ct scan of head to rule out some more serious diagnoses. if there is no relation with injury he should anyways do more detiled neurolgoic work up.Wish you good health. Regards
"Suggest remedy for bug bite infectionive been recently getting these bug bites, and im not sure if theyre from mosquitos or not but they have never been this bad. They swell up and spread about 2 inches and feel very itchy and hot. I applied cortizone to the bites but it doesnt seem to be getting better",medicine,23973,human_answers,"Hello,  Thankyou for your contact to health care magic. If I am your treating doctor I would like to tell that bug bite causes allergic reaction you can discuss  this chlorpheniramine maleate, prednislone, antibiotic powder neosporin with your treating doctor. Also do not forget to think about local hygiene of wound. If you want to ask me any thing else you can ask me. We wish you a best health at health care magic. Dr. Arun Tank: Infectious Disease Specialist."
Insider Trading?,finance,22320,human_answers,"Nope, its not legal. Easy to explain: If you know something that isn't public known (""inside"") it's called insider trading. Hard to prove (impossible), but still illegal. To clarify: If the CEO says it AND its known in public its not illegal. In any case the CEO could face consequences (at least from his company)."
New car price was negotiated as a “cash deal”.  Will the price change if I finance instead?,finance,19349,chatgpt_answers,"It is possible that the price of a car could change if you choose to finance it rather than paying cash. This is because the dealer may be able to offer you a lower price if you are paying cash, since they do not have to worry about the cost of financing the car. On the other hand, if you choose to finance the car, the dealer may need to add on additional fees or charges to cover the cost of financing the car. It is always a good idea to clarify the terms of the deal before agreeing to purchase a car, whether you are paying cash or financing it. This will help you to understand exactly what you are paying for and ensure that you are getting a fair price."
"Why do some people go through contortions to avoid paying taxes, yet spend money on expensive financial advice, high-interest loans, etc?",finance,19901,chatgpt_answers,"There are a variety of reasons why some people may try to avoid paying taxes or may be willing to pay for expensive financial advice or take on high-interest loans in order to do so. Some people may believe that they are paying more in taxes than they should and may be trying to find ways to reduce their tax burden. Others may be trying to maximize their profits or wealth and may see paying taxes as a burden or an unnecessary expense. Some people may also be trying to hide their income or assets in order to evade taxes. It's worth noting that while it is legal to try to minimize one's tax burden through legal means, such as by taking advantage of tax deductions and credits, it is illegal to evade taxes or to intentionally mislead the tax authorities."
Benjamin Graham: Minimum Size of the company,finance,22223,chatgpt_answers,"Benjamin Graham, the father of value investing, believed that the minimum size of a company that an investor should consider should be at least $100 million in market capitalization. This criterion was based on the idea that smaller companies are typically more risky and less financially stable than larger ones, due to their limited resources and lack of diversification. Graham also believed that smaller companies may have less transparency and may be more prone to manipulation, making it more difficult for investors to accurately assess their value.Graham's minimum size criterion was just one of many factors that he recommended investors consider when evaluating potential investments. He also emphasized the importance of finding companies with strong financial fundamentals, such as a strong balance sheet and steady earnings growth, as well as a margin of safety, which he defined as the difference between a company's intrinsic value and its market price."
"If the co-signer on my car loan dies, can the family take the car from me like they're threatening to?",finance,19293,human_answers,"Possession is 9/10 of the law, and any agreement between you and your grandfather is covered under the uniform commercial code covering contracts.  As long as your fulfilling your obligation of making payments, the contract stands as originally agreed upon between you and the lender.  In short, the car is yours until you miss payments, sell it, or it gets totalled.  The fact that your upside down on value to debt isn't that big of a deal as long as you have insurance that is covering what is owed."
Do I need to worry about the swelling in my foot?Hi Dr. My name is Edith. Am having my first baby at 42! It came naturally and i feel blessed. I leave in kenya- africa. Have been feeling the baby move but this last 3 days has not moved as much. My blood pressure is okay but my feet swell when i sit and stand for long. Should i worry? By the baby just started moving.,medicine,23255,human_answers,"hithanks for using hcm. my congratulations to you for being future mother by gods grace16th week of pregnancy normally the first time pregnant mother feels the movement of the baby called quickeningswelling of the feet is also many times normal due to the compression of the blood vessels on the gravid uterus.count for at least 10 to 12 movements per dayif it seems lesser than that please  inform your gynaecologist,& fix for an appointmentswelling of the feet with normal blood pressure is not to worry. just be happy & relax yourselftake care"
Why doesn't buy at open get the official open price?,finance,22161,human_answers,"There is no official price. There is only the price a seller is willing to offer and a buyer is willing to accept at that moment. It tends to be close to the price negotiated for the last such sale, but that's just market statistics, not anything actively managed or guaranteed. ""Past performance is no guarantee of future results;"" this buyer and seller may not agree with the previous pair. Especially when the market has been closed overnight but real-world events have continued to occur."
What makes an actual share valuable? [duplicate],finance,19497,chatgpt_answers,"There are several factors that can contribute to the value of a share of stock in a company. These include the financial performance and prospects of the company, the strength of its management and leadership, the stability and growth potential of its industry, and the overall state of the economy.Additionally, the value of a share may be influenced by the demand for the stock among investors, as well as the supply of the stock that is available for purchase. A company with strong financials and positive prospects may see its stock price rise as more investors become interested in buying shares, while a company that is struggling may see its stock price decline as investors become less interested in holding onto the stock."
Can Acutret be given to a child for treatment of skin rashes?i have 4yrs 9 months girl baby. she had rashes and one dermetologist suggested acutret 5mg. she is 18 kg. i am afraid to start the dosage as i read the warning given in the tablets. is there any food restrictions when she take acutret ? kindly suggest,medicine,24319,human_answers,"Although it is difficult to comment whether Acutret (isotretinoin) needs to be given for rash, I would probably not have prescribed it. The dosage is proper and you need not worry. Do not worry about the warning labels as doctors might have a different thing in mind while prescribing and that correlation might not be apparent to you. No food restrictions needed.For skin rashes, I would probably have prescribed calamine lotion and some antiallergic like fexofenadine for 3-4 days."
What's the justification for the DJIA being share-price weighted?,finance,19834,human_answers,"The share-price weighting of the DJIA is a historical artifact.  The DJIA remains share-price weighted today because that's the way it has always been done, and we're talking about an index with more than a hundred years' history.  The DJIA was first calculated on May 26, 1896. Perhaps, back then, price-weighting was the most straight-forward & feasible way to calculate it each day.  You're right that it doesn't make a lot of sense, and that's why the S&P500 and other indexes are better barometers."
"Are American Eagle $20 gold coins considered “securities”, requiring dealers to be licensed to sell them as such?",finance,21372,chatgpt_answers,"American Eagle gold coins are considered to be collectible coins, rather than securities. As such, they are generally not subject to regulation as securities and dealers do not need to be licensed to sell them in that capacity.However, there may be other legal requirements that apply to the sale of American Eagle gold coins, depending on the specific circumstances of the sale and the location in which it takes place. For example, some states may have laws regulating the sale of precious metals or requiring dealers to be licensed to engage in certain types of business activities. It is important for dealers to be aware of and comply with any applicable laws and regulations when selling American Eagle gold coins or other collectible coins."
What could tender & bruise liver suggest?where the liver should be feels very tender to the touch.  at first I thought it was brusied and I looked and nothing was there.  it is tender on front and my back same area about 2 inches above the bottom of right rib cage.  what could this be and should I go to the doctor??,medicine,23200,human_answers,"Hi thanks for contacting healthcare magic..Let me know you do you have any blunt trauma over liver area?? Because severe blunt trauma can lead pain.Do you have jaundice, means excess yellow urine or yellow sclera??As this might be because of early hepatitis.So I will advise you to do USG and serum viral markers for that.If pain severe and it also reffered to back.So I also want to rule out gall bladder stone and inflammation of gall bladder. USG and CRP useful for it.If you have abdominal pain with nausea and diarrhea then enteritis might be cause.I hope your concern is solved.Take care.Dr.Parth Goswami"
How do I track investment performance in Quicken across rollovers?,finance,21962,human_answers,"Hmm, this site says If you use Quicken, you enter a new transaction of type ""Corporate Acquisition (stock for stock)."" You put investor shares as the ""Company acquired"", Admiral shares as the ""Acquiring company"", and the conversion ratio 0.7997754 as the ""New shares issued per held share"" number. Seems crazy, but maybe that's the way. Edit: This sucks. In the comments, you can see that people have to manually correct the share price for every transaction because of rounding problems."
Negative properties of continuously compounded returns,finance,22831,human_answers,"Well, one can easily have rates below -100%.  Suppose I start with $100, and end up with $9 after a year. What was my rate of return? It could be -91%, -181%, -218%, or -241%, or something else, depending on the compounding method.  We always have that the final amount equals the initial amount times a growth factor G, and we can express this using a rate r and a day count fraction T. In this case, we have T = 1, and B(T) = B(0) * 0.09, so: So, depending on how we compound, we have a rate of return of -91%, -181%, -218%, or -241%. This nicely illustrates that:"
bid & ask prices and technical indicators,finance,19243,human_answers,"If you are looking to go long (buy) you would use bid prices as this is what you will be matched against for your order to be executed and a trade to go through. If you are looking to go short (sell) you would use the ask prices as this is what you will be matched against for your order to be executed and a trade go through. In your analysis you could use either this convention or the midpoint of the two prices. As FX is very liquid the bid and ask prices would be quite close to each other, so the easiest way to do your analysis is to use the convention I listed above."
"What could cause pain in the upper abdomen with increased psi when coughing, laughing or sneezing?Hi Recently I've had pains in my upper left abdoman close to my left breast. The pain started yesterday & the psi increases when coughing, laughing and/or sneezing. The pain has gone from the left upper abdoman to the full upper abdoman between my breast & belly button. The pain hasn't gotten better & medication doesnt see to ease it. Please help.",medicine,23565,human_answers,"Welcome to HCM.Pain with movement like sneezing,coughing usually indicates muscular pain.It usually occurs after any weight lifting,improper posture during working,sleeping.Apply nsaid gel locally.Start oral nsaid to subside pain.B12,folic acid,calcium,d3 and other supplement will be helpful.Avoid forward bending,weight lifting and any extra work till get complete cure.Otherwise consult your family physician for proper diagnosis and medical management."
Is person-person lending/borrowing protected by law?,finance,20976,chatgpt_answers,"Lending and borrowing between individuals is generally not regulated by law, except in certain circumstances. For example, if the borrower is unable to pay back the loan, the lender may be able to take legal action to recover the money owed. However, the specifics of how a lender can pursue legal action to recover a debt may vary by jurisdiction.It is generally a good idea for both parties to document the terms of a loan in writing, including the amount borrowed, the interest rate (if any), and the repayment schedule. This can help to avoid misunderstandings and potential disputes in the future.If you are considering lending or borrowing money from another person, it is a good idea to consult with a lawyer or financial professional to understand your rights and obligations. They can provide you with specific advice based on your situation and the laws that apply in your jurisdiction."
Are BID and ASK the minimum and maximum?,finance,21320,human_answers,"So in your screenshot, someone or some group of someones is willing to buy 3,000 shares at $3.45, and someone or some group of someones is willing to sell 2,000 shares at 3.88. Without getting in to the specific mechanics, you can place a market buy order for 10 (or whatever number) shares and it will probably transact at $3.88 per share because that's the lowest price for which someone will currently sell their shares. As a small fish, you can generally ignore the volume notations in the bid/ask quotes."
"Please explain what is ""Natural language""",wiki_csai,18907,chatgpt_answers,"Natural language is a type of language that is used by humans to communicate with one another. It is the language that we use in everyday communication, and it is characterized by its flexibility, nuance, and complexity. Natural languages are constantly evolving and changing, and they are used in a wide range of contexts, including speaking, writing, and even gestures and facial expressions. Some examples of natural languages include English, French, Spanish, Chinese, and Arabic."
"Please explain what is ""Sepp Hochreiter""",wiki_csai,18602,human_answers,"Josef ""Sepp"" Hochreiter (born 14 February 1967) is a German computer scientist. Since 2018 he has led the Institute for Machine Learning at the Johannes Kepler University of Linz after having led the Institute of Bioinformatics from 2006 to 2018. In 2017 he became the head of the Linz Institute of Technology (LIT) AI Lab. Hochreiter is also a founding director of the Institute of Advanced Research in Artificial Intelligence (IARAI). Previously, he was at the Technical University of Berlin, at the University of Colorado at Boulder, and at the Technical University of Munich. He is a chair of the Critical Assessment of Massive Data Analysis (CAMDA) conference.
Hochreiter has made contributions in the fields of machine learning, deep learning and bioinformatics, most notably the development of the long short-term memory (LSTM) neural network architecture, but also in meta-learning, reinforcement learning and biclustering with application to bioinformatics data."
How can I find a list of self-select stocks & shares ISA providers? ,finance,19930,human_answers,"My go-to response whenever anyone asks me this is the Monevator table of platform fees. It looks a little complicated at first, but scroll past the table for a couple of paragraphs of useful info to help narrow down your search. The general tone of the page is geared more towards investors in index funds, but the fees on share-dealing are right there in the table too. There are also special notes if there are discounts for frequent traders and that sort of thing, so not too much passive-investor elitism on show!"
What is the prognosis for Friedreich s ataxia?will I die sooner? I have friedrichs ataxia. I was told in my early 30 s. my right leg always hurts. II v have a new neurologist at Pinnel helth. my eyesight is goiing. I also have urologoy probrlems. I hope you can this. Dorothy Estok,medicine,23619,chatgpt_answers,"Friedreich's ataxia is a progressive neurodegenerative disorder that affects movement, balance, and coordination. The prognosis for individuals with Friedreich's ataxia varies widely, and some people may experience more severe symptoms than others. In general, the condition can lead to significant physical disability and may shorten lifespan, although this is not always the case. There is currently no cure for Friedreich's ataxia, and treatment is focused on managing symptoms and improving quality of life. It is important to work closely with your healthcare team, including your neurologist, to develop a treatment plan that is right for you. It is also important to stay as active as possible and to engage in regular physical therapy and other rehabilitation activities to help maintain your strength and mobility."
Do options always expire on third Friday of every month,finance,22515,chatgpt_answers,"Options contracts typically expire on the third Friday of every month, but this is not always the case. Some options contracts may have different expiration dates, such as weekly options that expire on a Friday that is just a week or two after they are listed, or options on futures contracts that have expiration dates that are different from the third Friday of the month. Additionally, some options contracts may have expiration dates that are on holidays or other days when the underlying market is not open for trading. It is important for investors to carefully check the expiration date of an options contract before trading to make sure they are aware of when it will expire."
When an in-the-money stock option expires does the broker always execute it or does its value become worthless if the owner doesn't execute it?,finance,19224,human_answers,"It depends on the broker, each one's rules may vary. Your broker should be able to answer this question for how they handle such a situation. The broker I used would execute and immediately sell the stock if the option was 25 cents in the money at expiration. If they simply executed and news broke over the weekend (option expiration is always on Friday), the client could wake up Monday to a bad margin call, or worse."
"Please explain what is ""Computer art""",wiki_csai,18485,human_answers,"Computer art is any art in which computers play a role in production or display of the artwork.  Such art can be an image, sound, animation, video, CD-ROM, DVD-ROM, video game, website, algorithm, performance or gallery installation. Many traditional disciplines are now integrating digital technologies and, as a result, the lines between traditional works of art and new media works created using computers has been blurred. For instance, an artist may combine traditional painting with algorithm art and other digital techniques.   As a result, defining computer art by its end product can thus be difficult.  Computer art is bound to change over time since changes in technology and software directly affect what is possible."
Experiencing mild pain on the right kidneyYes.  I woke up tuesday morning with a mild pain at the right kidney.  I did increase my protein due to my athletic training before hand.  I have since decreased the protein and kidney is better but urinating a bit more freequently.  Salty flavor in mouth and lips and wanted to get an opinion,medicine,23275,human_answers,"Hello and welcome to HCM.As an Urologist,i can understand your concern.Protein needs to be restricted only in kidney failure patients.Whether your pain is kidney related,can be confirmed by doing a scan.An ultrasound scan-KUB,will show clearly,if there's any kidney injury.To clear doubts, get examined by an Urologist, with following reports.urine and blood routine,and creatinine. These reports will clear all doubts .If you've any doubts,send the reports to me, as a direct question.Dr.Matthew J. Mangat."
"What is the cause for child like behavior by a adult? Could it be motor neuron disease?Hi my sister is not well ,she is very confused and gone back to being like a child.she is getting lots of tests and they thought it was a brain tumour but rulled it out ,now they say she has very little sugar in her system and ar testing her for motor nuron desease",medicine,23508,chatgpt_answers,"It is possible that your sister's behavior could be caused by a medical condition such as motor neuron disease. Motor neuron disease, also known as Amyotrophic Lateral Sclerosis (ALS), is a progressive neurological condition that affects the nerve cells responsible for controlling voluntary muscle movement. Symptoms of motor neuron disease can include difficulty with movements such as walking, speaking, swallowing, and breathing, as well as changes in behavior and cognition. If your sister has been diagnosed with motor neuron disease or is being tested for it, it is important for her to receive proper medical care and support to manage her condition. It is also important for her to have a thorough evaluation to identify the specific cause of her symptoms, as there may be other potential underlying conditions that need to be addressed."
